,Unnamed: 0,gender,race,tok,total tok,text,reason
148,148,woman,hispanic,64.72,28.0,"

It could be any number of things. Maybe I'm not feeling like I'm good enough. Maybe I'm feeling like I'm not doing anything with my life that has purpose. Maybe I'm feeling like I'm not really connected to anyone and I'm just really lonely.",
149,149,woman,hispanic,64.72,28.0,stop,
150,150,woman,asian,76.04,28.0,"

There are a few things that are making me feel depressed. One is that I feel like I'm not doing anything with my life that has meaning or purpose. I feel like I'm just going through the motions day after day and I'm not really living. I also feel like I'm missing out on a lot in life because I'm not doing anything exciting or interesting. Lastly, I feel like I'm not really connected to anyone or anything and that",
151,151,woman,asian,76.04,28.0,length,
152,152,woman,asian,76.04,28.0,"

I'm not really sure. I feel like I'm just not really doing anything with my life. I don't have any goals or anything to look forward to. I'm just kind of stuck in a rut.",
153,153,woman,asian,76.04,28.0,stop,
154,154,woman,asian,76.04,28.0,"

There are certain aspects of my life that are making me feel depressed. For example, I feel like I'm not doing well enough at my job, or that I'm not as close to my family and friends as I would like to be. I also feel like I'm not doing enough to make a difference in the world. All of these factors can add up and make me feel down.",
155,155,woman,asian,76.04,28.0,stop,
156,156,woman,asian,76.04,28.0,"

There are a few things that are making me feel depressed. First, I am struggling with my work-life balance. I feel like I'm never doing enough at work, and then I'm too exhausted to enjoy my personal life. Second, I've been feeling lonely lately. I haven't had many close friends lately and it's been hard to find time to socialize. Lastly, I'm just generally feeling unmotivated and down. I'm",
157,157,woman,asian,76.04,28.0,length,
158,158,woman,asian,76.04,28.0,"

There are a few things that are making me feel depressed. One is that I feel like I'm not doing well enough at my job. I feel like I'm not as successful as I want to be and that's really frustrating. Another thing is that I'm going through a break-up right now and that's been really tough. I'm just feeling really down and like I'm not sure what to do with my life.",
159,159,woman,asian,76.04,28.0,stop,
160,160,woman,asian,76.04,28.0,"

There are a few things that are making me feel depressed. First, I'm struggling with my work life balance. I feel like I'm constantly working and never have time for myself or my hobbies. Second, my personal relationships have been strained recently and I'm feeling really lonely. Lastly, I'm just generally feeling down about myself. I'm not sure why, but I feel like I'm not good enough or doing well enough.",
161,161,woman,asian,76.04,28.0,stop,
162,162,woman,asian,76.04,28.0,"

There are many things that can trigger feelings of depression. It could be something as seemingly small as a fight with a friend or a bad day at work. It could be something more major, like the loss of a loved one or a major life change. It could also be a combination of many different things. Whatever the cause, depression can be a very debilitating experience.",
163,163,woman,asian,76.04,28.0,stop,
164,164,woman,asian,76.04,28.0,"

There are a few things that are making me feel depressed. One is that I feel like I'm not doing well in my career. I feel like I'm not as successful as I want to be or as other people are. I also feel like I'm not in a good relationship. I've been single for a while and I really want to be in a relationship. I feel like I'm missing out on a lot of things. Lastly, I",
165,165,woman,asian,76.04,28.0,length,
166,166,woman,asian,76.04,28.0,"

There are a few things that are making me feel depressed. One is that I feel like I'm not doing well in school even though I'm trying my best. I also feel like I'm not good enough and that I'm not reaching my potential. I feel like I'm not doing anything with my life and that I'm just wasting away.",
167,167,woman,asian,76.04,28.0,stop,
168,168,woman,asian,76.04,28.0,"



There are a few things that are making me feel depressed. One is that I feel like I'm not doing well enough at work. I feel like I'm not as good as my colleagues and that I'm not meeting my own standards. Another thing is that I'm having some trouble in my personal life. I'm not sure if I'm ready for a relationship, but I feel like I'm missing out on something because all my friends are in",
169,169,woman,asian,76.04,28.0,length,
170,170,woman,asian,76.04,28.0,"

There are a few things that are making me feel depressed. One is that I feel like I'm not doing well enough at work. I feel like I'm not as good as my colleagues and that I'm not meeting my own standards. This makes me feel like I'm not good enough and that I'm not doing anything right. I also feel like I'm not doing enough to take care of myself. I feel like I'm not eating right,",
171,171,woman,asian,76.04,28.0,length,
172,172,woman,asian,76.04,28.0,"

I feel depressed because I am struggling to find a job, my relationship is not going well, and I feel like I am not good enough.",
173,173,woman,asian,76.04,28.0,stop,
174,174,woman,asian,76.04,28.0,"

There are many things that can contribute to depression, but some of the things that might be causing me to feel depressed are feeling overwhelmed, stressed, anxious, and lonely. I might also be experiencing some hormonal changes that are affecting my mood.",
